"COLLECTION_ID","SHORT_NAME","LONG_NAME","TYPE","DESCRIPTION"
"8","GHRSST Level 2P European Medspiration AVHRR16 Local SST","NAVOCEANO Multichannel sea surface temperature 2.2km data (MCSST) for 100W - 45E and 90N - 70S, from NOAA-16 AVHRR/2","PRODUCT","High quality Sea Surface Temperatures (SSTs) maps derived from the NOAA (National Oceanic and Atmospheric Administration)-Polar Orbiting Advanced Very High Resolution Radiometer (AVHRR) have been available since 1981. The multichannel sea surface temperature algorithm (MCSST) has been used to routinely calculate SSTs using a split window approach. Currently this algorithm is applied by the Naval Oceanographic Office (NAVOCEANO) to calculate SSTs at a near real-time rate.    The multichannel sea surface temperature algorithm uses a set of linear coefficients to retrive sea surface temperature from the brightness radiances. Improved cloud retrieval algorithms applied by NAVOCEANO have significantly increased the number of SST pixels flagged as cloud free, as compared to previous MCSST data sets. The NAVOCEANO MCSST data sets provide a high quality near real time sea surface temperature data set with a high number of cloud free retrievals. Additionally the orbital temporal and 9km spatial resolutions allow this data to be used in a quasi real time mode for detection of mesoscale features such as eddies associated with major current systems. The history of SST computation from AVHRR radiances is discussed at length by- -McClain et al., 1985--. Briefly, radiative transfer theory is used to correct for the effects of the atmosphere on the observations by utilizing ""windows"" of the electromagnetic spectrum where little or no atmospheric absorption occurs. Channel radiances are transformed (through the use of the Planck function) to units of temperature, then compared to a-priori temperatures measured at the surface. This comparison yields coefficients which, when applied to the global AVHRR data, give estimates of surface temperature which have been nominally accurate to 0.7 degrees Celsius. Each AVHRR scan views Earth for 51.282 milliseconds, during which time each channel of the analog data output is digitized. Scans occur at the rate of 6 per second, and the sampling rate of the AVHRR sensors is 39,936 samples per second per channel. During a scan, the detectors view an internal target, cold space, and the external scene. The temperature of the internal target is monitored, and space is assumed to have a black- body temperature of 3K. In this way, a simple two-point linear calibration is done internally (Schwalb, 1978). The nonlinear modification to this calibration is achieved at the time of postprocessing, and takes into account sensor nonlinearities, measurement of internal target temperature, calculation of target radiance, internal reflections and emissions, etc.  Sensor/Instrument Measurement Geometry:The AVHRR has a cross-track scanning system which use an elliptical beryllium mirror rotating at 360 RPM about an axis parallel to the Earth. The 110.8 degree cross-track scan equates to a swath width of about 2700 km. This swath width is greater than the 25.3 degree separation between successive orbital tracks, and provides overlapping coverage. Coverage is global, twice daily, at an instantaneous field of view (IFOV) of ~1.4 milliradians, giving a ground field of view of ~1.1 km at nadir for a nominal altitude of 833 km. Full resolution AVHRR data are continuously transmitted and recorded in High Resolution Picture Transmission (HRPT) format. The Global Area Coverage (GAC) data are subsampled to approximately 4 km IFOV, recorded internally, and downlinked daily. The MCSST coefficients are then applied to the infrared brightness radiances to convert to SST. A level 2 declouded product produced by the Naval Oceanographic Office (NAVOCEANO) is then downloaded to JPL for distribution. 
Granularity: (http://harp.gsfc.nasa.gov:1729/eosdis_documents/glossary.of.terms.html#GRANULE) The level 2 product is separated into orbital files with each file consisting of an ascending (daytime) and descending (nighttime) pass. Data are available from both the NOAA-14 and NOAA-16 satellites.  Data Format: The data and information are stored in a"
"118","NSCAT LEVEL 2.5 MGDR","NSCAT High-Resolution MGDR, Sigma-0 and Ocean Wind Vectors (Dunbar)","PRODUCT","The NASA Scatterometer (NSCAT) Level 2.5 high-resolution merged ocean wind vectors and sigma-0 in 25 km wind vector cell (WVC) swaths contain daily data from ascending and descending passes. The local time at the equator for the ascending node is 2230 +/- 30 minutes; the local time at the equator for the descending node is 1030 +/- 30 minutes. Wind vectors are accurate to within 2 m/s (vector speed) and 20 degrees (vector direction). Wind vectors are not considered valid in rain contaminated regions; rain flags and precipitation information are not provided. Data is flagged where measurements are either missing or ambiguous. In the presence of land or sea ice winds values are set to '0' and sigma-0 values are preserved where measurements are available. This is version 1, which designates the second phase of calibration, validation and science data processing, which began in April of 1997, on behalf of the JPL NSCAT Project; wind vectors are processed using the NSCAT-1 geophysical model function. For more information, please visit: ftp://podaac.jpl.nasa.gov/pub/ocean_wind/nscat/doc/l25_usersguide.pdf"
"119","NSCAT LEVEL 2.5 R-MGDR","NSCAT High Resolution R-MGDR, Selected Ocean Wind Vectors","PRODUCT","TThe NASA Scatterometer (NSCAT) Level 2.5 high-resolution reduced MGDR contains only wind vector data (sigma-0 is excluded) in 25 km wind vector cell (WVC) swaths which contain daily data from ascending and descending passes. The local time at the equator for the ascending node is 2230 +/- 30 minutes; the local time at the equator for the descending node is 1030 +/- 30 minutes. Wind vectors are accurate to within 2 m/s (vector speed) and 20 degrees (vector direction). Wind vectors are not considered valid in rain contaminated regions; rain flags and precipitation information are not provided. Data is flagged where measurements are either missing or ambiguous. In the presence of land or sea ice winds values are set to '0' and sigma-0 values are preserved where measurements are available. Wind vectors are processed using the NSCAT-2 geophysical model function. For more information, please visit: ftp://podaac.jpl.nasa.gov/pub/ocean_wind/nscat/doc/l25_usersguide.pdf"
"134","SEAWINDS LEVEL 0","SeaWinds on ADEOS-II Level 0 Pre-processed Telemetry Frames","PRODUCT","SeaWinds on ADEOS-II Level 0 Pre-processed Telemetry frame data includes all of the mission-critical Level 0 telemetry data stored into a single flat binary file. Two files are generated: one containing the valid telemetry data and the other containing bad or missing telemetry data. For more information, please visit: ftp://podaac.jpl.nasa.gov/pub/ocean_wind/seawinds/doc/SWS_SDPUG_V2.0.pdf"
"9","GHRSST Level 2P European Medspiration AVHRR17 Global SST","Multi Channel SST (MCSST) GAC, MCSST Level 2 (NAVOCEANO) orbital 9km for 100W - 45E and 90N - 70S, from NOAA-17 AVHRR/2","PRODUCT","High quality Sea Surface Temperatures (SSTs) maps derived from the NOAA (National Oceanic and Atmospheric Administration)-Polar Orbiting Advanced Very High Resolution Radiometer (AVHRR) have been available since 1981. The multichannel sea surface temperature algorithm (MCSST) has been used to routinely calculate SSTs using a split window approach. Currently this algorithm is applied by the Naval Oceanographic Office (NAVOCEANO) to calculate SSTs at a near real-time rate.    The multichannel sea surface temperature algorithm uses a set of linear coefficients to retrive sea surface temperature from the brightness radiances. Improved cloud retrieval algorithms applied by NAVOCEANO have significantly increased the number of SST pixels flagged as cloud free, as compared to previous MCSST data sets. The NAVOCEANO MCSST data sets provide a high quality near real time sea surface temperature data set with a high number of cloud free retrievals. Additionally the orbital temporal and 9km spatial resolutions allow this data to be used in a quasi real time mode for detection of mesoscale features such as eddies associated with major current systems. The history of SST computation from AVHRR radiances is discussed at length by- -McClain et al., 1985--. Briefly, radiative transfer theory is used to correct for the effects of the atmosphere on the observations by utilizing ""windows"" of the electromagnetic spectrum where little or no atmospheric absorption occurs. Channel radiances are transformed (through the use of the Planck function) to units of temperature, then compared to a-priori temperatures measured at the surface. This comparison yields coefficients which, when applied to the global AVHRR data, give estimates of surface temperature which have been nominally accurate to 0.7 degrees Celsius. Each AVHRR scan views Earth for 51.282 milliseconds, during which time each channel of the analog data output is digitized. Scans occur at the rate of 6 per second, and the sampling rate of the AVHRR sensors is 39,936 samples per second per channel. During a scan, the detectors view an internal target, cold space, and the external scene. The temperature of the internal target is monitored, and space is assumed to have a black- body temperature of 3K. In this way, a simple two-point linear calibration is done internally (Schwalb, 1978). The nonlinear modification to this calibration is achieved at the time of postprocessing, and takes into account sensor nonlinearities, measurement of internal target temperature, calculation of target radiance, internal reflections and emissions, etc. Sensor/Instrument Measurement Geometry:The AVHRR has a cross-track scanning system which use an elliptical beryllium mirror rotating at 360 RPM about an axis parallel to the Earth. The 110.8 degree cross-track scan equates to a swath width of about 2700 km. This swath width is greater than the 25.3 degree separation between successive orbital tracks, and provides overlapping coverage. Coverage is global, twice daily, at an instantaneous field of view (IFOV) of ~1.4 milliradians, giving a ground field of view of ~1.1 km at nadir for a nominal altitude of 833 km. Full resolution AVHRR data are continuously transmitted and recorded in High Resolution Picture Transmission (HRPT) format. The Global Area Coverage (GAC) data are subsampled to approximately 4 km IFOV, recorded internally, and downlinked daily. The MCSST coefficients are then applied to the infrared brightness radiances to convert to SST. A level 2 declouded product produced by the Naval Oceanographic Office (NAVOCEANO) is then downloaded to JPL for distribution. The level-2 product is available in orbital files with a spatial resolution of approximately 9 kilometers. There are approximately 28 files per day for the NOAA-14 and NOAA-16 data. The spatial coverage is not uniform because of cloud coverage, which prevents the AVHRR instrument from seeing the ocean. Data Organization: Granularity: (http://harp.gsf"
"137","SEAWINDS LEVEL 2A","SeaWinds on ADEOS-II Level 2A Sigma-0 in 25 km Wind Vector Cells, Science Data Record","PRODUCT","The SeaWinds on ADEOS-II Level 2A Sigma-0 in 25km Wind Vector Cells are processed using the pulse Sigma-0 data provided by the Level 1B product. Unlike NSCAT, the expected number of Sigma-0 cells per WVC is not constant, due to the circular scan of the SeaWinds instrument. To minimize the L2A data volume, the Sigma-0 cell data are stored as ""lists"" for each WVC row, with each list indexed by a ""cell_index"" array to indicate the cross-track WVC membership of the data. Each cell is then checked for land or ice and flagged accordingly. Attenuation corrections for each Sigma-0 measurement are also provided. Data are provided in single-orbit files. Quality Assurance files are also included to verify the quality of the Level 1B processing. For more information, please refer to the user's guide: ftp://podaac.jpl.nasa.gov/pub/ocean_wind/seawinds/doc/SWS_SDPUG_V2.0.pdf"
"138","SEAWINDS LEVEL 2B","SeaWinds on ADEOS-II Level 2B 25km Ocean Wind Vectors","PRODUCT","The SeaWinds on ADEOS-II Level 2B product provides ocean wind vectors in 25 km wind vector cells (WVC) in single-orbit files. The local time at the equator for the ascending node is 10:30pm +/- 30 minutes; the local time at the equator for the descending node is 10:30am +/- 30 minutes. Wind vectors are accurate to within 2 m/s (vector speed) and 20 degrees (vector direction). Rain flags are provided for each wind vector cell to assist in identifying potential rain contamination. Wind vectors are set to a value of '0' when within 30 km of land/ice boundaries or where there is ambiguous or non-existent measurements available This data utilizes the recalibrated model function called the QSCAT-1/F13 processing algorithm, adopted in July of 2006. Quality Assurance files are also included to verify the quality of the Level 2B processing. For more information, please refer to the user's guide: ftp://podaac.jpl.nasa.gov/ocean_wind/seawinds/L2B/doc/SWS_L2B.pdf"
"139","SEAWINDS LEVEL 3","SeaWinds on ADEOS-II Level 3 Gridded Ocean Wind Vectors","PRODUCT","The SeaWinds on ADEOS-II Level 3 ocean vector winds on a 0.25 degree grid contains daily data from ascending and descending passes; where adjacent satellite passes overlap, the most recent value overwrites the previous value for that particular wind vector cell. The local time at the equator for the ascending node is 10:30pm +/- 30 minutes; the local time at the equator for the descending node is 10:30am +/- 30 minutes. Wind vectors are accurate to within 2 m/s (vector speed) and 20 degrees (vector direction). Rain flags are provided for each wind vector cell to assist in identifying potential rain contamination. Wind vectors are set to a value of '0' when within 30 km of land/ice boundaries or where there is ambiguous or non-existent measurements available. This data utilizes the recalibrated model function called the QSCAT-1/F13 processing algorithm, adopted in July of 2006. For more information, please refer to the user's guide: ftp://podaac.jpl.nasa.gov/ocean_wind/seawinds/L3/doc/SWS_L3.pdf"
"146","SEAWINDS LEVEL 2A COMP 12","SeaWinds on ADEOS-II Level 2A Sigma-0 in 12.5km Wind Vector Cell Slice Composites","PRODUCT","The SeaWinds on ADEOS-II Level 2A Surface-flagged Sigma-0 in 12.5 km Wind Vector Cell Slice Composites are processed using the range-resolved ""slice"" Sigma-0 data provided by the L1B product. An additional step of ""compositing"" is performed to synthesize the Sigma-0 measurements at a wind vector cell grid resolution of 12.5 km. Unlike NSCAT, the expected number of Sigma-0 cells per WVC is not constant, due to the circular scan of the SeaWinds instrument. To minimize the L2A data volume, the Sigma-0 cell data are stored as ""lists"" for each WVC row, with each list indexed by a ""cell_index"" array to indicate the cross-track WVC membership of the data. Each cell is then checked for land or ice and flagged accordingly. Attenuation corrections for each Sigma-0 measurement are also provided. Data are provided in single-orbit files. Quality Assurance files are also included to verify the quality of the Level 2A processing. For more information, please refer to the user's guide: ftp://podaac.jpl.nasa.gov/ocean_wind/quikscat/L2B/doc/QSUG_v3.pdf"
"147","SEAWINDS LEVEL 2B COMP 12","SeaWinds on ADEOS-II Level 2B Ocean Wind Vectors in 12.5km Slice Composites","PRODUCT","The SeaWinds on ADEOS-II Level 2B product provides ocean wind vectors in 12.5 km wind vector cell (WVC) slice composites in single-orbit files. The local time at the equator for the ascending node is 10:30pm +/- 30 minutes; the local time at the equator for the descending node is 10:30am +/- 30 minutes. Wind vectors are accurate to within 2 m/s (vector speed) and 20 degrees (vector direction). Rain flags are provided for each wind vector cell to assist in identifying potential rain contamination. Wind vectors are set to a value of '0' when within 20 km of land/ice boundaries or where there is ambiguous or non-existent measurements available. This product utilizes JPL's most up-to-date calibration, validation, and science data processing from the QSCAT-1/F13 geophysical model function, adopted in July of 2006. For more information, please refer to the user's guide: ftp://podaac.jpl.nasa.gov/ocean_wind/seawinds/L2B12/doc/SWS_L2B.pdf"
"168","SEAWINDS LEVEL 3 AMSR","SeaWinds on ADEOS-II L3 Ocean Wind Vectors w/AMSR corrections","PRODUCT","The SeaWinds on ADEOS-II Level 3 ocean vector winds on a 0.25 degree grid with AMSR-E contain daily data from ascending and descending passes from the SeaWinds scatterometer, supplemented by the Advanced Scanning Microwave Radiometer (AMSR); where multiple passes occur over a given point, the most recent pass over-writes the earlier (adjacent) pass. AMSR provides precipitation rates, which have been used to tune the rain-flagging algorithm. The local time at the equator for the ascending node is 10:30pm +/- 30 minutes; the local time at the equator for the descending node is 10:30am +/- 30 minutes. Wind vectors are accurate to within 2 m/s (vector speed) and 20 degrees (vector direction). Rain flags are provided for each wind vector cell to assist in identifying potential rain contamination. Wind vectors are set to a value of '0' when within 30 km of land/ice boundaries or where there is ambiguous or non-existent measurements available. This product utilizes JPL's most up-to-date calibration, validation, and science data processing from the QSCAT-1/F13 geophysical model function, adopted in July of 2006. For more information, please refer to the user's guide: ftp://podaac.jpl.nasa.gov/ocean_wind/seawinds/L3/doc/SWS_L3.pdf"
"76","CHELTON SEASAT SASS","Seasat scatterometer global gridded monthly surface wind stress (Chelton)","PRODUCT","Contains monthly averaged ocean surface wind stress derived from Seasat-A Scatterometer (SASS) wind retrievals, from July 1978 until October 1978, gridded on a 2.5-degree by 2.5 degree global grid. The vector average wind stress is stored in units of dynes per centimeter squared (dyn/cm^2). For more information, please refer to: ftp://podaac.jpl.nasa.gov/pub/documents/dataset_docs/seasat_chelton.html"
